id,full_name,title,organization,public_profile_url
3bc60b49-3c9b-4667-9410-221d4298ee9e,Marlan Macklin,Deputy Principal Director for FutureG,OSW (R&E) Science and Technology Futures,https://www.linkedin.com/in/marlan-macklin
c2dcecaf-428d-4288-af42-fc9b7c33dcdd,David Chase,Deputy Director Expeditionary Warfare, OPNAV N95,Intelligence Activity and Director, N2N6Q, Intelligence Directorate,https://www.secnav.navy.mil/donhr/About/Senior-Executives/Biographies/Chase,%20D.pdf
3c066323-3b38-45fd-ad00-edef24f165d1,Michael D. McClatchey,Executive Director, Undersea Warfare Systems (PEO UWS),NAVSEA: PEO Undersea Warfare Systems (PEO UWS),https://www.linkedin.com/in/matteson
d848e9be-293e-4562-afa4-92de1bfa7c03,COL Rich Kniseley,Senior Materiel Leader,Space Force: Space Systems Command,https://www.ssc.spaceforce.mil/About-Us/Leadership/Display/Article/4243605/leroy-brown-jr
c69f1166-c629-4585-ae49-347b2543159a,MAJ Matthew Jordan,Chief Product Officer, HNCX Platform One,PEO Cyber and Networks Directorate (HN),https://www.linkedin.com/in/mjordanee
eeb6ca4b-22c8-410a-be4b-c1ce1b31e959,Ms. Tamika D. Atkins,Acting PEO Assembled Chemical Weapons Alternatives (PEO ACWA),Defense Biological Product Assurance Office,https://www.peoacwa.army.mil/staff/ms-tamika-d-atkins
e4dd56ac-5e88-46e0-94fb-319ce4a05773,Leah Thorstenson,Political Advisor,U.S. Marine Corps Forces South (MARFORSOUTH),https://www.marforsouth.marines.mil/Biography/Article/3179410/political-advisor
483e389b-3ea3-4a08-95b5-ed1d8b33214d,Christine Nez Nalli,Chief Human Resources Officer, Human Resources Directorate,Defense Intelligence CL&S),https://www.whs.mil/About-WHS/WHS-Leadership/Bios/Article/2992706/christine-nez-nalli
4e6dc946-6111-452a-8e5a-0f15ab0e3651,Jackson Moses,Founding Partner,Venture Capital Firms Who Invest in Defense (U.S.),https://lsvp.com
ce2d7dec-0658-4c32-84c5-d73686acc9b1,Scott Blanchard,VP & CTO, General Dynamics, Mission Systems,Office of Antiboycott Compliance (OAC),https://www.bis.gov/about-bis/materials-and-equipment-technical-advisory-committee-metac
(10 rows)
